graph,algo,seed,s,t,dist,time_dist,search_space
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,478,1023,23,0.0011551380157470703,973
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,478,1023,24,0.0037450790405273438,706
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,322,278,5,5.698204040527344e-05,23
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,322,278,5,6.318092346191406e-05,33
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,322,278,5,5.91278076171875e-05,27
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,322,278,5,0.00014901161193847656,27
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,361,806,13,0.0007469654083251953,403
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,361,806,13,0.0007643699645996094,440
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,361,806,13,0.0007600784301757812,505
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,361,806,13,0.002609729766845703,471
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,35,1121,18,0.0011138916015625,656
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,35,1121,18,0.0011720657348632812,726
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,35,1121,18,0.001177072525024414,865
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,35,1121,-1,4.57763671875e-05,6
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,226,124,5,0.00014066696166992188,84
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,226,124,5,0.00016617774963378906,131
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,226,124,5,0.00016117095947265625,201
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,226,124,5,0.0006268024444580078,122
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,353,196,11,0.0004470348358154297,255
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,353,196,11,0.00046372413635253906,285
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,353,196,11,0.00047588348388671875,399
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,353,196,12,0.001447916030883789,273
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,123,426,5,5.1975250244140625e-05,24
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,123,426,5,5.817413330078125e-05,34
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,123,426,5,5.3882598876953125e-05,33
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,123,426,5,0.00021409988403320312,40
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,116,1022,17,0.0005350112915039062,279
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,116,1022,17,0.0006048679351806641,311
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,116,1022,17,0.0005509853363037109,399
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,116,1022,-1,8.916854858398438e-05,14
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,348,673,11,0.0006389617919921875,369
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,348,673,11,0.0006489753723144531,415
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,348,673,11,0.0006558895111083984,509
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,348,673,11,0.002399921417236328,458
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1057,318,16,0.001260995864868164,691
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1057,318,16,0.0012621879577636719,692
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1057,318,16,0.0014939308166503906,725
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1057,318,-1,3.600120544433594e-05,5
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1068,1030,20,0.0007979869842529297,429
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1068,1030,19,0.0008280277252197266,446
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1068,1030,19,0.0009531974792480469,488
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1068,1030,19,0.0025839805603027344,480
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,610,705,11,0.0003819465637207031,217
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,610,705,11,0.0004017353057861328,251
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,610,705,11,0.0004038810729980469,361
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,610,705,11,0.001165151596069336,224
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1000,342,10,0.00038886070251464844,218
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1000,342,10,0.0005269050598144531,234
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1000,342,10,0.0003979206085205078,254
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1000,342,10,0.0012049674987792969,220
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,553,249,20,0.0016779899597167969,939
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,553,249,20,0.0016698837280273438,1026
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,553,249,20,0.0019011497497558594,1407
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,553,249,20,0.00453495979309082,849
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,407,607,12,0.0004038810729980469,219
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,407,607,12,0.00043201446533203125,282
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,407,607,12,0.00041174888610839844,261
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,407,607,12,0.0009632110595703125,180
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,761,965,15,0.0004990100860595703,270
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,761,965,15,0.0005259513854980469,320
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,761,965,15,0.0005280971527099609,420
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,761,965,15,0.0013248920440673828,250
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,41,346,16,0.0013518333435058594,772
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,41,346,16,0.001435995101928711,792
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,41,346,16,0.0013959407806396484,792
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,41,346,17,0.0042819976806640625,805
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,755,255,13,0.0011260509490966797,636
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,755,255,13,0.0012068748474121094,795
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,755,255,13,0.001199960708618164,1236
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,755,255,13,0.0037360191345214844,718
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,27,526,10,0.0003662109375,219
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,27,526,10,0.00043582916259765625,245
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,27,526,10,0.0003619194030761719,240
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,27,526,-1,4.315376281738281e-05,6
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1120,930,13,0.0004239082336425781,232
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1120,930,13,0.0004363059997558594,257
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1120,930,13,0.0004341602325439453,295
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1120,930,13,0.0015208721160888672,286
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,830,989,6,6.890296936035156e-05,31
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,830,989,6,7.891654968261719e-05,48
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,830,989,6,7.128715515136719e-05,43
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,830,989,7,0.0002570152282714844,42
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,949,1102,10,0.0002429485321044922,120
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,949,1102,10,0.00025391578674316406,133
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,949,1102,10,0.0002448558807373047,147
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,949,1102,10,0.0005476474761962891,100
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,74,226,19,0.0016238689422607422,958
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,74,226,19,0.0016849040985107422,1088
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,74,226,19,0.0017638206481933594,1543
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,74,226,19,0.005118846893310547,940
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,630,190,7,0.000164031982421875,81
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,630,190,7,0.0001881122589111328,134
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,630,190,7,0.00016498565673828125,113
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,630,190,7,0.00046896934509277344,88
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,240,772,10,0.0003418922424316406,193
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,240,772,10,0.00038814544677734375,304
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,240,772,10,0.0004086494445800781,689
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,240,772,10,0.0017971992492675781,349
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1134,169,9,0.000225067138671875,117
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1134,169,9,0.00024080276489257812,151
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1134,169,9,0.0002560615539550781,177
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1134,169,9,0.0006127357482910156,112
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,546,580,6,9.703636169433594e-05,45
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,546,580,6,0.00010132789611816406,52
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,546,580,6,9.775161743164062e-05,46
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,546,580,6,0.00036597251892089844,57
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,923,872,11,0.0002586841583251953,126
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,923,872,11,0.00024700164794921875,159
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,923,872,11,0.0002510547637939453,203
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,923,872,-1,4.315376281738281e-05,6
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,6,1051,11,0.0003261566162109375,178
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,6,1051,11,0.00035691261291503906,233
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,6,1051,11,0.00034809112548828125,286
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,6,1051,-1,4.410743713378906e-05,6
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,103,122,4,7.796287536621094e-05,44
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,103,122,4,8.487701416015625e-05,56
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,103,122,4,8.0108642578125e-05,47
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,103,122,5,0.0003757476806640625,74
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,881,550,16,0.0009379386901855469,513
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,881,550,16,0.0009829998016357422,629
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,881,550,16,0.0009768009185791016,830
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,881,550,16,0.002187013626098633,406
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,516,1126,16,0.0004820823669433594,247
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,516,1126,16,0.0005011558532714844,281
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,516,1126,16,0.0004870891571044922,275
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,516,1126,16,0.001383066177368164,242
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1027,271,17,0.0008807182312011719,474
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1027,271,17,0.0009000301361083984,514
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1027,271,17,0.0008950233459472656,634
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1027,271,17,0.002541780471801758,477
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1044,827,9,0.0002989768981933594,168
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1044,827,9,0.0003600120544433594,275
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1044,827,9,0.00031828880310058594,230
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1044,827,9,0.0014247894287109375,269
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,123,384,11,0.00047516822814941406,280
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,123,384,11,0.0004837512969970703,293
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,123,384,11,0.0004749298095703125,280
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,123,384,13,0.0024421215057373047,453
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,840,429,11,0.0004899501800537109,281
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,840,429,11,0.0005130767822265625,353
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,840,429,11,0.0005469322204589844,756
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,840,429,11,0.0017669200897216797,332
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,362,1001,13,0.0006783008575439453,374
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,362,1001,13,0.0007050037384033203,423
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,362,1001,13,0.0007381439208984375,638
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,362,1001,13,0.0018012523651123047,339
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,550,395,20,0.0014379024505615234,824
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,550,395,20,0.0015110969543457031,997
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,550,395,20,0.0014879703521728516,1084
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,550,395,21,0.005588054656982422,1017
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,941,772,9,0.0003237724304199219,190
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,941,772,9,0.0003352165222167969,214
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,941,772,9,0.0003459453582763672,339
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,941,772,9,0.0009660720825195312,181
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,615,275,13,0.0006783008575439453,376
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,615,275,13,0.0007190704345703125,458
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,615,275,13,0.0008039474487304688,1217
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,615,275,13,0.0017199516296386719,304
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,450,679,14,0.0005939006805419922,326
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,450,679,14,0.0006520748138427734,377
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,450,679,14,0.0007681846618652344,459
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,450,679,-1,4.696846008300781e-05,6
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,96,1,10,0.000370025634765625,187
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,96,1,10,0.00037288665771484375,198
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,96,1,10,0.0003521442413330078,187
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,96,1,10,0.0012829303741455078,188
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,116,1102,14,0.0006740093231201172,359
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,116,1102,14,0.0007369518280029297,479
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,116,1102,14,0.0007197856903076172,650
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,116,1102,14,0.0015769004821777344,296
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,612,197,10,0.0003719329833984375,204
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,612,197,10,0.00037407875061035156,219
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,612,197,10,0.0003769397735595703,236
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,612,197,10,0.0010890960693359375,198
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,972,414,12,0.0004611015319824219,240
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,972,414,12,0.0005147457122802734,335
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,972,414,12,0.000476837158203125,270
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,972,414,12,0.002390146255493164,396
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,898,1006,12,0.0003523826599121094,157
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,898,1006,12,0.00036978721618652344,168
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,898,1006,12,0.00037384033203125,161
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,898,1006,12,0.0008618831634521484,143
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,897,748,17,0.0006899833679199219,332
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,897,748,17,0.0007090568542480469,339
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,897,748,17,0.0006620883941650391,333
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,897,748,17,0.0015931129455566406,279
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,452,981,12,0.00051116943359375,282
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,452,981,12,0.0006742477416992188,370
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,452,981,12,0.0006279945373535156,758
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,452,981,-1,4.315376281738281e-05,6
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,395,554,18,0.0016658306121826172,905
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,395,554,18,0.0019218921661376953,968
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,395,554,18,0.0017430782318115234,1153
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,395,554,18,0.004859209060668945,910
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,476,1050,17,0.0013501644134521484,780
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,476,1050,17,0.0014541149139404297,918
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,476,1050,17,0.001461029052734375,1137
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,476,1050,17,0.004355907440185547,719
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,337,239,12,0.0005438327789306641,324
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,337,239,12,0.0005497932434082031,333
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,337,239,12,0.0005638599395751953,457
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,337,239,-1,3.790855407714844e-05,5
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,123,441,6,0.00010085105895996094,53
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,123,441,6,0.00011515617370605469,80
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,123,441,6,0.00010514259338378906,59
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,123,441,6,0.0003421306610107422,64
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1079,737,10,0.0002970695495605469,152
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1079,737,10,0.0003421306610107422,187
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1079,737,10,0.0002949237823486328,152
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1079,737,10,0.00043511390686035156,73
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,665,87,14,0.0003876686096191406,198
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,665,87,13,0.00039577484130859375,218
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,665,87,13,0.0003910064697265625,303
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,665,87,-1,9.393692016601562e-05,16
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,107,830,8,0.0002090930938720703,114
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,107,830,8,0.0002338886260986328,167
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,107,830,8,0.00023484230041503906,174
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,107,830,9,0.0005056858062744141,96
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,172,804,9,0.0004980564117431641,237
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,172,804,9,0.0004401206970214844,280
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,172,804,9,0.0004401206970214844,452
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,172,804,9,0.0012562274932861328,236
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1034,722,18,0.0007297992706298828,394
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1034,722,18,0.0007491111755371094,441
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1034,722,18,0.0007741451263427734,680
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1034,722,18,0.0025141239166259766,465
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,137,680,7,0.0002193450927734375,132
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,137,680,7,0.0002300739288330078,151
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,137,680,7,0.0002200603485107422,137
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,137,680,7,0.0004889965057373047,91
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,1118,980,12,0.0003750324249267578,206
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,1118,980,12,0.000392913818359375,244
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,1118,980,12,0.0004150867462158203,461
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,1118,980,12,0.0012919902801513672,235
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,473,221,14,0.0007390975952148438,419
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,473,221,14,0.0007638931274414062,473
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,473,221,14,0.0008640289306640625,601
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,473,221,14,0.0025060176849365234,483
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,434,860,14,0.0008289813995361328,466
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,434,860,14,0.0008482933044433594,506
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,434,860,14,0.0008687973022460938,587
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,434,860,14,0.0023741722106933594,451
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,198,1086,14,0.00063323974609375,346
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,198,1086,14,0.0006778240203857422,426
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,198,1086,14,0.0006959438323974609,733
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,198,1086,14,0.0020432472229003906,360
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,164,22,10,0.00047469139099121094,271
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,164,22,10,0.0004839897155761719,351
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,164,22,10,0.0005218982696533203,757
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,164,22,10,0.0016751289367675781,323
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,998,843,9,0.0002238750457763672,125
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,998,843,9,0.00026106834411621094,202
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,998,843,9,0.00023698806762695312,146
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,998,843,9,0.0005888938903808594,110
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,403,535,24,0.0015900135040283203,910
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,403,535,24,0.0016319751739501953,1033
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,403,535,24,0.0016770362854003906,1516
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,403,535,25,0.005402088165283203,991
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,147,1017,7,0.0001621246337890625,80
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,147,1017,7,0.0001652240753173828,85
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,147,1017,7,0.00016188621520996094,92
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,147,1017,7,0.0005600452423095703,104
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,80,251,11,0.0005910396575927734,315
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,80,251,11,0.00057220458984375,362
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,80,251,11,0.0005571842193603516,367
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,80,251,11,0.0014247894287109375,277
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,981,411,12,0.0004067420959472656,232
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,981,411,12,0.00042700767517089844,264
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,981,411,12,0.000431060791015625,375
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,981,411,12,0.0011749267578125,223
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,90,762,9,0.00039005279541015625,215
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,90,762,9,0.0004088878631591797,254
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,90,762,9,0.0004889965057373047,254
1138_bus,python-BiBFS_EdgeBalancedApproximate,3404785993,90,762,9,0.0010759830474853516,197
1138_bus,python-BiBFS_VertexBalancedApproximate,3404785993,274,319,5,6.794929504394531e-05,31
1138_bus,python-BiBFS_ExactExpandSmallerQueue,3404785993,274,319,5,7.200241088867188e-05,37
1138_bus,python-BiBFS_ExactCheckDirectEdges,3404785993,274,319,5,6.914138793945312e-05,37
