,graph,algo,seed,s,t,dist,time_dist,search_space
1853,145bit,BiBFS-python,3404785993,5,926,2,6.079673767089844e-05,40
1854,145bit,BiBFS-python,3404785993,90,107,2,3.409385681152344e-05,16
1855,145bit,BiBFS-python,3404785993,775,484,2,3.2901763916015625e-05,15
1856,145bit,BiBFS-python,3404785993,455,991,2,4.1961669921875e-05,22
1857,145bit,BiBFS-python,3404785993,904,239,2,3.814697265625e-05,18
1858,145bit,BiBFS-python,3404785993,919,728,2,4.482269287109375e-05,24
1859,145bit,BiBFS-python,3404785993,108,338,3,0.00010323524475097656,48
1860,145bit,BiBFS-python,3404785993,740,378,2,5.698204040527344e-05,35
1861,145bit,BiBFS-python,3404785993,319,881,2,4.1961669921875e-05,22
1862,145bit,BiBFS-python,3404785993,484,347,2,3.695487976074219e-05,18
1863,145bit,BiBFS-python,3404785993,828,679,3,9.489059448242188e-05,63
1864,145bit,BiBFS-python,3404785993,542,242,2,3.981590270996094e-05,20
1865,145bit,BiBFS-python,3404785993,396,598,2,3.3855438232421875e-05,15
1866,145bit,BiBFS-python,3404785993,85,1,1,1.3113021850585938e-05,2
1867,145bit,BiBFS-python,3404785993,102,970,2,5.412101745605469e-05,32
1868,145bit,BiBFS-python,3404785993,539,173,2,3.814697265625e-05,18
1869,145bit,BiBFS-python,3404785993,856,365,3,8.511543273925781e-05,50
1870,145bit,BiBFS-python,3404785993,791,885,4,8.511543273925781e-05,49
1871,145bit,BiBFS-python,3404785993,790,659,2,9.799003601074219e-05,57
1872,145bit,BiBFS-python,3404785993,398,864,3,8.296966552734375e-05,50
1873,145bit,BiBFS-python,3404785993,348,488,2,3.910064697265625e-05,20
1874,145bit,BiBFS-python,3404785993,419,925,3,6.079673767089844e-05,32
1875,145bit,BiBFS-python,3404785993,296,211,2,4.00543212890625e-05,19
1876,145bit,BiBFS-python,3404785993,108,388,2,4.506111145019531e-05,23
1877,145bit,BiBFS-python,3404785993,950,649,1,2.7894973754882812e-05,15
1878,145bit,BiBFS-python,3404785993,586,76,2,3.1948089599609375e-05,13
1879,145bit,BiBFS-python,3404785993,94,730,2,4.410743713378906e-05,23
1880,145bit,BiBFS-python,3404785993,151,708,2,3.981590270996094e-05,19
1881,145bit,BiBFS-python,3404785993,910,635,3,0.000102996826171875,71
1882,145bit,BiBFS-python,3404785993,120,598,2,5.793571472167969e-05,37
1883,145bit,BiBFS-python,3404785993,985,862,3,8.296966552734375e-05,53
1884,145bit,BiBFS-python,3404785993,416,194,2,3.409385681152344e-05,16
1885,145bit,BiBFS-python,3404785993,382,757,2,4.100799560546875e-05,21
1886,145bit,BiBFS-python,3404785993,174,956,2,4.410743713378906e-05,23
1887,145bit,BiBFS-python,3404785993,145,19,2,3.504753112792969e-05,16
1888,145bit,BiBFS-python,3404785993,879,742,2,5.412101745605469e-05,26
1889,145bit,BiBFS-python,3404785993,355,471,2,3.719329833984375e-05,17
1890,145bit,BiBFS-python,3404785993,129,896,2,3.695487976074219e-05,16
1891,145bit,BiBFS-python,3404785993,70,221,2,3.719329833984375e-05,15
1892,145bit,BiBFS-python,3404785993,864,362,2,4.291534423828125e-05,22
1893,145bit,BiBFS-python,3404785993,79,671,2,4.1961669921875e-05,21
1894,145bit,BiBFS-python,3404785993,241,281,2,0.00010395050048828125,27
1895,145bit,BiBFS-python,3404785993,263,807,3,6.604194641113281e-05,35
1896,145bit,BiBFS-python,3404785993,830,482,2,3.62396240234375e-05,16
1897,145bit,BiBFS-python,3404785993,191,929,2,0.00019884109497070312,170
1898,145bit,BiBFS-python,3404785993,283,873,2,4.38690185546875e-05,25
1899,145bit,BiBFS-python,3404785993,690,236,2,4.38690185546875e-05,25
2300,162bit,BiBFS-python,3404785993,405,2235,3,0.0009889602661132812,76
2301,162bit,BiBFS-python,3404785993,886,3103,3,0.00011897087097167969,29
2302,162bit,BiBFS-python,3404785993,1695,2338,3,0.00039696693420410156,240
2303,162bit,BiBFS-python,3404785993,1201,487,2,4.100799560546875e-05,17
2304,162bit,BiBFS-python,3404785993,2479,3086,4,0.00021195411682128906,160
2305,162bit,BiBFS-python,3404785993,2610,547,3,0.00015616416931152344,112
2306,162bit,BiBFS-python,3404785993,403,2424,3,9.775161743164062e-05,62
2307,162bit,BiBFS-python,3404785993,585,2729,2,4.00543212890625e-05,19
2308,162bit,BiBFS-python,3404785993,421,2103,3,0.00012087821960449219,81
2309,162bit,BiBFS-python,3404785993,675,158,2,3.719329833984375e-05,17
2310,162bit,BiBFS-python,3404785993,389,1513,2,8.606910705566406e-05,61
2311,162bit,BiBFS-python,3404785993,2895,2254,2,3.62396240234375e-05,16
2312,162bit,BiBFS-python,3404785993,1961,843,2,3.314018249511719e-05,14
2313,162bit,BiBFS-python,3404785993,3242,1414,3,8.416175842285156e-05,48
2314,162bit,BiBFS-python,3404785993,1093,1400,2,3.814697265625e-05,18
2315,162bit,BiBFS-python,3404785993,2839,1489,3,6.580352783203125e-05,41
2316,162bit,BiBFS-python,3404785993,2339,1573,2,5.984306335449219e-05,28
2317,162bit,BiBFS-python,3404785993,1216,1986,2,3.910064697265625e-05,19
2318,162bit,BiBFS-python,3404785993,2073,1895,3,6.508827209472656e-05,35
2319,162bit,BiBFS-python,3404785993,2905,2840,2,6.127357482910156e-05,36
2320,162bit,BiBFS-python,3404785993,1509,3317,2,3.600120544433594e-05,16
2321,162bit,BiBFS-python,3404785993,924,2517,3,8.893013000488281e-05,55
2322,162bit,BiBFS-python,3404785993,1803,549,2,3.2901763916015625e-05,14
2323,162bit,BiBFS-python,3404785993,3187,1012,2,4.029273986816406e-05,19
2324,162bit,BiBFS-python,3404785993,3570,527,3,9.894371032714844e-05,53
2325,162bit,BiBFS-python,3404785993,1516,3242,4,0.00010991096496582031,69
2326,162bit,BiBFS-python,3404785993,1021,883,2,3.695487976074219e-05,14
2327,162bit,BiBFS-python,3404785993,1144,2554,2,3.695487976074219e-05,18
2328,162bit,BiBFS-python,3404785993,111,3552,3,0.00015878677368164062,120
2329,162bit,BiBFS-python,3404785993,717,394,2,4.410743713378906e-05,23
2330,162bit,BiBFS-python,3404785993,1119,621,2,5.1021575927734375e-05,20
2331,162bit,BiBFS-python,3404785993,392,1350,2,7.987022399902344e-05,57
2332,162bit,BiBFS-python,3404785993,369,3239,3,0.0001678466796875,126
2333,162bit,BiBFS-python,3404785993,1104,2135,3,0.0001399517059326172,56
2334,162bit,BiBFS-python,3404785993,3351,1009,3,0.0006709098815917969,566
2335,162bit,BiBFS-python,3404785993,3386,3263,2,5.2928924560546875e-05,24
2336,162bit,BiBFS-python,3404785993,1933,2235,2,4.220008850097656e-05,18
2337,162bit,BiBFS-python,3404785993,3171,1085,2,4.506111145019531e-05,23
2338,162bit,BiBFS-python,3404785993,1754,790,2,3.600120544433594e-05,17
2339,162bit,BiBFS-python,3404785993,1290,1925,2,3.62396240234375e-05,15
2340,162bit,BiBFS-python,3404785993,2413,3059,3,0.00019884109497070312,93
2341,162bit,BiBFS-python,3404785993,132,1098,2,3.600120544433594e-05,13
2342,162bit,BiBFS-python,3404785993,2395,810,3,7.82012939453125e-05,46
2343,162bit,BiBFS-python,3404785993,86,1667,2,3.4809112548828125e-05,16
2344,162bit,BiBFS-python,3404785993,3549,2947,3,0.0002467632293701172,205
2345,162bit,BiBFS-python,3404785993,2630,3134,2,6.103515625e-05,27
2346,162bit,BiBFS-python,3404785993,3009,3494,4,0.00011181831359863281,55
2347,162bit,BiBFS-python,3404785993,237,718,2,3.2901763916015625e-05,13
2348,162bit,BiBFS-python,3404785993,1999,602,2,7.700920104980469e-05,54
2349,162bit,BiBFS-python,3404785993,762,2447,3,6.413459777832031e-05,37
2350,162bit,BiBFS-python,3404785993,3593,535,2,5.507469177246094e-05,33
2351,162bit,BiBFS-python,3404785993,1730,1838,2,3.409385681152344e-05,14
2352,162bit,BiBFS-python,3404785993,2927,2764,3,6.67572021484375e-05,33
2353,162bit,BiBFS-python,3404785993,21,3333,2,6.604194641113281e-05,43
2354,162bit,BiBFS-python,3404785993,326,387,3,0.00012993812561035156,96
2355,162bit,BiBFS-python,3404785993,2792,1745,2,4.076957702636719e-05,21
2356,162bit,BiBFS-python,3404785993,1637,3568,2,3.695487976074219e-05,17
2357,162bit,BiBFS-python,3404785993,3255,860,3,0.00045609474182128906,391
2358,162bit,BiBFS-python,3404785993,3310,2622,2,5.340576171875e-05,31
2359,162bit,BiBFS-python,3404785993,390,1219,2,8.702278137207031e-05,58
2360,162bit,BiBFS-python,3404785993,2663,1360,3,0.0001010894775390625,64
2361,162bit,BiBFS-python,3404785993,1149,3172,3,6.103515625e-05,30
2362,162bit,BiBFS-python,3404785993,1743,1252,2,3.504753112792969e-05,14
2363,162bit,BiBFS-python,3404785993,2981,2446,2,4.00543212890625e-05,18
2364,162bit,BiBFS-python,3404785993,1951,872,2,3.314018249511719e-05,13
2365,162bit,BiBFS-python,3404785993,1428,2152,2,3.600120544433594e-05,15
2366,162bit,BiBFS-python,3404785993,306,5,2,3.600120544433594e-05,15
2367,162bit,BiBFS-python,3404785993,368,3493,2,0.000179290771484375,133
2368,162bit,BiBFS-python,3404785993,1939,625,2,3.695487976074219e-05,15
2369,162bit,BiBFS-python,3404785993,3081,1314,3,0.0001430511474609375,98
2370,162bit,BiBFS-python,3404785993,2846,3188,4,0.00013017654418945312,79
2371,162bit,BiBFS-python,3404785993,2845,2372,3,8.0108642578125e-05,48
2372,162bit,BiBFS-python,3404785993,1434,3110,3,7.200241088867188e-05,38
2373,162bit,BiBFS-python,3404785993,1252,1758,2,6.198883056640625e-05,16
2374,162bit,BiBFS-python,3404785993,1509,3329,2,4.8160552978515625e-05,16
2375,162bit,BiBFS-python,3404785993,1068,759,2,4.6253204345703125e-05,20
2376,162bit,BiBFS-python,3404785993,392,1399,2,8.58306884765625e-05,57
2377,162bit,BiBFS-python,3404785993,3419,2336,3,0.00017523765563964844,122
2378,162bit,BiBFS-python,3404785993,2109,276,2,8.821487426757812e-05,51
2379,162bit,BiBFS-python,3404785993,341,2630,3,8.0108642578125e-05,41
2380,162bit,BiBFS-python,3404785993,546,2548,3,0.00014019012451171875,96
2381,162bit,BiBFS-python,3404785993,3277,2288,3,5.698204040527344e-05,26
2382,162bit,BiBFS-python,3404785993,435,2155,2,7.915496826171875e-05,36
2383,162bit,BiBFS-python,3404785993,3545,3105,2,4.410743713378906e-05,19
2384,162bit,BiBFS-python,3404785993,1499,701,2,3.886222839355469e-05,14
2385,162bit,BiBFS-python,3404785993,1378,2727,3,0.00028896331787109375,224
2386,162bit,BiBFS-python,3404785993,627,3443,2,4.100799560546875e-05,18
2387,162bit,BiBFS-python,3404785993,522,70,2,5.1021575927734375e-05,26
2388,162bit,BiBFS-python,3404785993,3165,2673,4,0.00011706352233886719,66
2389,162bit,BiBFS-python,3404785993,1277,1696,2,4.100799560546875e-05,16
2390,162bit,BiBFS-python,3404785993,467,3225,3,9.322166442871094e-05,52
2391,162bit,BiBFS-python,3404785993,255,797,3,7.605552673339844e-05,31
2392,162bit,BiBFS-python,3404785993,3110,1303,2,5.078315734863281e-05,29
2393,162bit,BiBFS-python,3404785993,287,2417,3,6.890296936035156e-05,38
2394,162bit,BiBFS-python,3404785993,870,1013,2,3.814697265625e-05,16
2395,162bit,BiBFS-python,3404785993,946,2904,3,6.890296936035156e-05,34
2396,162bit,BiBFS-python,3404785993,2987,1737,2,3.2901763916015625e-05,12
2397,162bit,BiBFS-python,3404785993,689,3343,2,5.507469177246094e-05,32
2398,162bit,BiBFS-python,3404785993,1020,3143,2,4.38690185546875e-05,21
2399,162bit,BiBFS-python,3404785993,2485,850,2,0.0001220703125,88
2800,176bit,BiBFS-python,3404785993,836,4613,3,9.894371032714844e-05,48
2801,176bit,BiBFS-python,3404785993,1829,6403,2,8.869171142578125e-05,39
2802,176bit,BiBFS-python,3404785993,3499,4825,3,6.318092346191406e-05,32
2803,176bit,BiBFS-python,3404785993,2478,1005,2,3.790855407714844e-05,15
2804,176bit,BiBFS-python,3404785993,5117,6369,2,3.504753112792969e-05,14
2805,176bit,BiBFS-python,3404785993,5386,1129,2,4.410743713378906e-05,16
2806,176bit,BiBFS-python,3404785993,831,5002,2,6.29425048828125e-05,37
2807,176bit,BiBFS-python,3404785993,1208,5632,3,0.00016999244689941406,115
2808,176bit,BiBFS-python,3404785993,868,4339,4,0.00028967857360839844,224
2809,176bit,BiBFS-python,3404785993,1393,327,3,8.320808410644531e-05,46
2810,176bit,BiBFS-python,3404785993,802,3122,2,4.792213439941406e-05,26
2811,176bit,BiBFS-python,3404785993,5975,4652,3,0.00013184547424316406,83
2812,176bit,BiBFS-python,3404785993,4047,1741,2,8.130073547363281e-05,48
2813,176bit,BiBFS-python,3404785993,6690,2918,2,6.008148193359375e-05,29
2814,176bit,BiBFS-python,3404785993,2256,2889,2,4.1961669921875e-05,16
2815,176bit,BiBFS-python,3404785993,5858,3074,3,8.988380432128906e-05,54
2816,176bit,BiBFS-python,3404785993,4826,3247,3,6.4849853515625e-05,33
2817,176bit,BiBFS-python,3404785993,2509,4098,3,0.00012969970703125,83
2818,176bit,BiBFS-python,3404785993,4279,3911,2,8.606910705566406e-05,55
2819,176bit,BiBFS-python,3404785993,5994,5862,3,6.866455078125e-05,33
2820,176bit,BiBFS-python,3404785993,3115,6845,3,6.29425048828125e-05,30
2821,176bit,BiBFS-python,3404785993,1908,5194,2,4.506111145019531e-05,21
2822,176bit,BiBFS-python,3404785993,3722,1134,2,4.410743713378906e-05,19
2823,176bit,BiBFS-python,3404785993,6576,2089,3,0.00014019012451171875,80
2824,176bit,BiBFS-python,3404785993,7368,1088,2,4.315376281738281e-05,16
2825,176bit,BiBFS-python,3404785993,3128,6690,2,4.100799560546875e-05,17
2826,176bit,BiBFS-python,3404785993,2107,1822,2,3.814697265625e-05,15
2827,176bit,BiBFS-python,3404785993,2361,5270,2,4.1961669921875e-05,18
2828,176bit,BiBFS-python,3404785993,231,7330,2,4.8160552978515625e-05,24
2829,176bit,BiBFS-python,3404785993,1480,814,2,3.910064697265625e-05,16
2830,176bit,BiBFS-python,3404785993,2310,1283,2,3.409385681152344e-05,13
2831,176bit,BiBFS-python,3404785993,809,2786,2,6.413459777832031e-05,38
2832,176bit,BiBFS-python,3404785993,762,6684,2,8.225440979003906e-05,44
2833,176bit,BiBFS-python,3404785993,2279,4406,2,4.9114227294921875e-05,20
2834,176bit,BiBFS-python,3404785993,6916,2082,2,4.982948303222656e-05,18
2835,176bit,BiBFS-python,3404785993,6988,6735,4,0.00010395050048828125,54
2836,176bit,BiBFS-python,3404785993,3989,4612,2,4.100799560546875e-05,18
2837,176bit,BiBFS-python,3404785993,6545,2239,2,4.76837158203125e-05,23
2838,176bit,BiBFS-python,3404785993,3621,1631,2,3.6716461181640625e-05,16
2839,176bit,BiBFS-python,3404785993,2663,3974,2,3.504753112792969e-05,15
2840,176bit,BiBFS-python,3404785993,4979,6313,3,0.00015211105346679688,105
2841,176bit,BiBFS-python,3404785993,272,2267,2,3.2901763916015625e-05,13
2842,176bit,BiBFS-python,3404785993,4942,1672,2,3.7670135498046875e-05,16
2843,176bit,BiBFS-python,3404785993,178,3441,2,3.409385681152344e-05,14
2844,176bit,BiBFS-python,3404785993,7325,6081,3,8.130073547363281e-05,25
2845,176bit,BiBFS-python,3404785993,5428,6468,2,4.410743713378906e-05,17
2846,176bit,BiBFS-python,3404785993,6209,7210,2,3.409385681152344e-05,13
2847,176bit,BiBFS-python,3404785993,489,1482,2,0.00010204315185546875,15
2848,176bit,BiBFS-python,3404785993,4125,1243,2,4.506111145019531e-05,22
2849,176bit,BiBFS-python,3404785993,1573,5050,2,5.5789947509765625e-05,23
2850,176bit,BiBFS-python,3404785993,7415,1105,2,4.100799560546875e-05,16
2851,176bit,BiBFS-python,3404785993,3571,3794,2,3.695487976074219e-05,17
2852,176bit,BiBFS-python,3404785993,6040,5705,2,3.886222839355469e-05,18
2853,176bit,BiBFS-python,3404785993,43,6877,3,7.724761962890625e-05,41
2854,176bit,BiBFS-python,3404785993,673,799,2,8.320808410644531e-05,54
2855,176bit,BiBFS-python,3404785993,5761,3601,2,3.719329833984375e-05,15
2856,176bit,BiBFS-python,3404785993,3379,7363,2,3.814697265625e-05,18
2857,176bit,BiBFS-python,3404785993,6717,1776,2,5.817413330078125e-05,33
2858,176bit,BiBFS-python,3404785993,6830,5411,3,7.987022399902344e-05,42
2859,176bit,BiBFS-python,3404785993,806,2515,2,5.602836608886719e-05,32
2860,176bit,BiBFS-python,3404785993,5496,2807,2,4.1961669921875e-05,20
2861,176bit,BiBFS-python,3404785993,2371,6545,2,3.886222839355469e-05,15
2862,176bit,BiBFS-python,3404785993,3596,2583,2,4.00543212890625e-05,18
2863,176bit,BiBFS-python,3404785993,6152,5048,2,4.410743713378906e-05,19
2864,176bit,BiBFS-python,3404785993,4026,1801,2,3.314018249511719e-05,14
2865,176bit,BiBFS-python,3404785993,2947,4441,3,0.0001087188720703125,75
2866,176bit,BiBFS-python,3404785993,632,11,2,0.0001049041748046875,77
2867,176bit,BiBFS-python,3404785993,759,7209,2,6.198883056640625e-05,36
2868,176bit,BiBFS-python,3404785993,4002,1290,2,3.790855407714844e-05,17
2869,176bit,BiBFS-python,3404785993,6358,2712,2,4.291534423828125e-05,21
2870,176bit,BiBFS-python,3404785993,5874,6579,2,5.8650970458984375e-05,36
2871,176bit,BiBFS-python,3404785993,5870,4895,2,3.790855407714844e-05,14
2872,176bit,BiBFS-python,3404785993,2959,6418,2,4.410743713378906e-05,19
2873,176bit,BiBFS-python,3404785993,2584,3627,2,3.62396240234375e-05,15
2874,176bit,BiBFS-python,3404785993,3115,6869,3,5.602836608886719e-05,28
2875,176bit,BiBFS-python,3404785993,2204,1567,2,4.029273986816406e-05,16
2876,176bit,BiBFS-python,3404785993,809,2887,2,6.103515625e-05,38
2877,176bit,BiBFS-python,3404785993,7055,4820,3,7.510185241699219e-05,38
2878,176bit,BiBFS-python,3404785993,4353,571,4,0.00012183189392089844,83
2879,176bit,BiBFS-python,3404785993,704,5427,3,0.00011301040649414062,56
2880,176bit,BiBFS-python,3404785993,1127,5259,3,7.200241088867188e-05,42
2881,176bit,BiBFS-python,3404785993,6762,4721,3,0.00015592575073242188,113
2882,176bit,BiBFS-python,3404785993,897,4448,2,5.5789947509765625e-05,32
2883,176bit,BiBFS-python,3404785993,7316,6408,3,7.700920104980469e-05,41
2884,176bit,BiBFS-python,3404785993,3094,1447,2,3.4809112548828125e-05,14
2885,176bit,BiBFS-python,3404785993,2843,5628,3,7.414817810058594e-05,42
2886,176bit,BiBFS-python,3404785993,1295,7105,2,4.506111145019531e-05,22
2887,176bit,BiBFS-python,3404785993,1077,146,2,4.1961669921875e-05,20
2888,176bit,BiBFS-python,3404785993,6531,5517,2,3.814697265625e-05,18
2889,176bit,BiBFS-python,3404785993,2637,3500,2,3.504753112792969e-05,15
2890,176bit,BiBFS-python,3404785993,964,6655,2,4.982948303222656e-05,27
2891,176bit,BiBFS-python,3404785993,526,1646,3,6.818771362304688e-05,36
2892,176bit,BiBFS-python,3404785993,6419,2689,2,7.677078247070312e-05,42
2893,176bit,BiBFS-python,3404785993,592,4987,3,0.0002818107604980469,219
2894,176bit,BiBFS-python,3404785993,1796,2090,2,4.410743713378906e-05,22
2895,176bit,BiBFS-python,3404785993,1953,5993,2,5.1975250244140625e-05,19
2896,176bit,BiBFS-python,3404785993,6165,3584,2,5.1021575927734375e-05,18
2897,176bit,BiBFS-python,3404785993,1422,6899,3,7.915496826171875e-05,44
2898,176bit,BiBFS-python,3404785993,2106,6485,3,9.989738464355469e-05,60
2899,176bit,BiBFS-python,3404785993,5128,1755,3,6.604194641113281e-05,38
3300,192bit,BiBFS-python,3404785993,1539,8489,3,0.00010514259338378906,59
3301,192bit,BiBFS-python,3404785993,3366,11782,3,0.001249074935913086,1103
3302,192bit,BiBFS-python,3404785993,6438,8879,4,8.869171142578125e-05,47
3303,192bit,BiBFS-python,3404785993,4561,1850,2,4.1961669921875e-05,16
3304,192bit,BiBFS-python,3404785993,9415,11718,3,6.794929504394531e-05,37
3305,192bit,BiBFS-python,3404785993,9910,2078,4,0.0006091594696044922,527
3306,192bit,BiBFS-python,3404785993,1530,9205,2,5.817413330078125e-05,31
3307,192bit,BiBFS-python,3404785993,2224,10363,3,0.00011610984802246094,64
3308,192bit,BiBFS-python,3404785993,1598,7984,3,0.00011801719665527344,73
3309,192bit,BiBFS-python,3404785993,2563,602,2,4.887580871582031e-05,24
3310,192bit,BiBFS-python,3404785993,1477,5745,2,7.224082946777344e-05,45
3311,192bit,BiBFS-python,3404785993,10995,8561,2,4.601478576660156e-05,22
3312,192bit,BiBFS-python,3404785993,7447,3203,2,3.504753112792969e-05,14
3313,192bit,BiBFS-python,3404785993,12309,5370,3,0.00011801719665527344,82
3314,192bit,BiBFS-python,3404785993,4151,5316,2,4.291534423828125e-05,16
3315,192bit,BiBFS-python,3404785993,10779,5656,3,5.1021575927734375e-05,22
3316,192bit,BiBFS-python,3404785993,8881,5974,2,4.601478576660156e-05,23
3317,192bit,BiBFS-python,3404785993,4617,7541,3,6.890296936035156e-05,37
3318,192bit,BiBFS-python,3404785993,7873,7197,3,7.724761962890625e-05,32
3319,192bit,BiBFS-python,3404785993,11030,10786,4,0.0001747608184814453,120
3320,192bit,BiBFS-python,3404785993,5731,12595,3,0.00029778480529785156,244
3321,192bit,BiBFS-python,3404785993,3510,9557,3,0.00011181831359863281,66
3322,192bit,BiBFS-python,3404785993,6848,2086,2,3.886222839355469e-05,13
3323,192bit,BiBFS-python,3404785993,12100,3844,3,7.915496826171875e-05,40
3324,192bit,BiBFS-python,3404785993,13556,2002,3,8.106231689453125e-05,47
3325,192bit,BiBFS-python,3404785993,5756,12309,3,6.818771362304688e-05,35
3326,192bit,BiBFS-python,3404785993,3877,3353,2,3.910064697265625e-05,18
3327,192bit,BiBFS-python,3404785993,4345,9697,2,4.38690185546875e-05,21
3328,192bit,BiBFS-python,3404785993,425,13487,3,6.604194641113281e-05,35
3329,192bit,BiBFS-python,3404785993,2724,1499,2,4.315376281738281e-05,18
3330,192bit,BiBFS-python,3404785993,4250,2360,2,4.315376281738281e-05,19
3331,192bit,BiBFS-python,3404785993,1489,5126,2,7.104873657226562e-05,44
3332,192bit,BiBFS-python,3404785993,1403,12298,2,7.82012939453125e-05,53
3333,192bit,BiBFS-python,3404785993,4194,8106,2,5.3882598876953125e-05,25
3334,192bit,BiBFS-python,3404785993,12725,3831,2,5.1975250244140625e-05,26
3335,192bit,BiBFS-python,3404785993,12859,12392,3,0.00010085105895996094,37
3336,192bit,BiBFS-python,3404785993,7340,8486,3,0.00011801719665527344,50
3337,192bit,BiBFS-python,3404785993,12042,4120,3,7.510185241699219e-05,33
3338,192bit,BiBFS-python,3404785993,6662,3001,2,4.315376281738281e-05,17
3339,192bit,BiBFS-python,3404785993,4900,7312,2,4.38690185546875e-05,15
3340,192bit,BiBFS-python,3404785993,9162,11616,4,0.00023984909057617188,182
3341,192bit,BiBFS-python,3404785993,501,4171,2,3.981590270996094e-05,17
3342,192bit,BiBFS-python,3404785993,9093,3076,2,5.1975250244140625e-05,25
3343,192bit,BiBFS-python,3404785993,327,6331,2,4.076957702636719e-05,16
3344,192bit,BiBFS-python,3404785993,13478,11189,2,5.412101745605469e-05,24
3345,192bit,BiBFS-python,3404785993,9988,11902,4,0.00020694732666015625,154
3346,192bit,BiBFS-python,3404785993,11425,13267,2,5.507469177246094e-05,29
3347,192bit,BiBFS-python,3404785993,901,2726,2,6.103515625e-05,27
3348,192bit,BiBFS-python,3404785993,7590,2288,2,6.389617919921875e-05,28
3349,192bit,BiBFS-python,3404785993,2895,9292,2,5.2928924560546875e-05,28
3350,192bit,BiBFS-python,3404785993,13643,2034,2,5.602836608886719e-05,31
3351,192bit,BiBFS-python,3404785993,6571,6981,2,3.886222839355469e-05,13
3352,192bit,BiBFS-python,3404785993,11114,10497,2,3.790855407714844e-05,15
3353,192bit,BiBFS-python,3404785993,79,12654,2,5.698204040527344e-05,30
3354,192bit,BiBFS-python,3404785993,1239,1470,3,0.00016808509826660156,115
3355,192bit,BiBFS-python,3404785993,10600,6626,3,0.00024199485778808594,191
3356,192bit,BiBFS-python,3404785993,6218,13548,3,0.0002510547637939453,198
3357,192bit,BiBFS-python,3404785993,12360,3268,3,6.890296936035156e-05,36
3358,192bit,BiBFS-python,3404785993,12568,9956,2,4.506111145019531e-05,22
3359,192bit,BiBFS-python,3404785993,1483,4628,1,3.0994415283203125e-05,12
3360,192bit,BiBFS-python,3404785993,10113,5165,3,6.508827209472656e-05,36
3361,192bit,BiBFS-python,3404785993,4363,12043,2,6.29425048828125e-05,20
3362,192bit,BiBFS-python,3404785993,6618,4753,2,3.504753112792969e-05,12
3363,192bit,BiBFS-python,3404785993,11321,9289,2,4.00543212890625e-05,18
3364,192bit,BiBFS-python,3404785993,7408,3314,2,3.814697265625e-05,15
3365,192bit,BiBFS-python,3404785993,5423,8172,2,4.1961669921875e-05,15
3366,192bit,BiBFS-python,3404785993,1163,22,2,7.319450378417969e-05,25
3367,192bit,BiBFS-python,3404785993,1397,13264,2,8.106231689453125e-05,53
3368,192bit,BiBFS-python,3404785993,7364,2375,2,3.7670135498046875e-05,15
3369,192bit,BiBFS-python,3404785993,11699,4990,3,0.0002200603485107422,169
3370,192bit,BiBFS-python,3404785993,10808,12105,3,0.0001590251922607422,110
3371,192bit,BiBFS-python,3404785993,10802,9007,2,7.605552673339844e-05,49
3372,192bit,BiBFS-python,3404785993,5444,11809,3,6.890296936035156e-05,34
3373,192bit,BiBFS-python,3404785993,4755,6675,2,4.601478576660156e-05,21
3374,192bit,BiBFS-python,3404785993,5732,12639,2,4.792213439941406e-05,23
3375,192bit,BiBFS-python,3404785993,4056,2884,2,3.695487976074219e-05,14
3376,192bit,BiBFS-python,3404785993,1488,5311,2,5.984306335449219e-05,35
3377,192bit,BiBFS-python,3404785993,12981,8869,2,4.601478576660156e-05,22
3378,192bit,BiBFS-python,3404785993,8010,1050,3,0.0001049041748046875,58
3379,192bit,BiBFS-python,3404785993,1295,9986,2,0.00018095970153808594,145
3380,192bit,BiBFS-python,3404785993,2073,9677,2,4.57763671875e-05,23
3381,192bit,BiBFS-python,3404785993,12442,8687,2,4.410743713378906e-05,15
3382,192bit,BiBFS-python,3404785993,1651,8184,2,7.295608520507812e-05,37
3383,192bit,BiBFS-python,3404785993,13462,11791,2,5.030632019042969e-05,21
3384,192bit,BiBFS-python,3404785993,5693,2664,2,3.886222839355469e-05,14
3385,192bit,BiBFS-python,3404785993,5232,10356,3,0.00042176246643066406,350
3386,192bit,BiBFS-python,3404785993,2384,13074,2,4.9114227294921875e-05,26
3387,192bit,BiBFS-python,3404785993,1981,269,2,5.0067901611328125e-05,24
3388,192bit,BiBFS-python,3404785993,12016,10151,2,5.507469177246094e-05,29
3389,192bit,BiBFS-python,3404785993,4852,6441,2,3.790855407714844e-05,14
3390,192bit,BiBFS-python,3404785993,1774,12245,3,0.0002608299255371094,215
3391,192bit,BiBFS-python,3404785993,969,3029,2,4.410743713378906e-05,21
3392,192bit,BiBFS-python,3404785993,11811,4947,3,5.5789947509765625e-05,28
3393,192bit,BiBFS-python,3404785993,1090,9177,4,0.0003609657287597656,300
3394,192bit,BiBFS-python,3404785993,3305,3846,2,4.38690185546875e-05,18
3395,192bit,BiBFS-python,3404785993,3593,11027,4,8.296966552734375e-05,42
3396,192bit,BiBFS-python,3404785993,11343,6595,2,4.029273986816406e-05,18
3397,192bit,BiBFS-python,3404785993,2617,12694,2,6.985664367675781e-05,42
3398,192bit,BiBFS-python,3404785993,3874,11933,3,8.988380432128906e-05,51
